Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Argon,1,90,280.0,1.6,100.0,100.0,62.30416666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1750.0,175.0,58333.333333333336
Argon,1,90,280.0,2.2,100.0,100.0,61.733333333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1272.7272727272725,127.27272727272727,42424.24242424242
Argon,1,90,215.0,0.58,100.0,100.0,61.1625,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3706.896551724138,370.68965517241384,123563.21839080461
Argon,1,90,215.0,0.8,100.0,100.0,60.59166666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2687.5,268.75,89583.33333333334
Argon,1,90,215.0,1.2,100.0,100.0,60.020833333333336,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1791.6666666666667,179.16666666666669,59722.222222222226
Argon,1,90,115.0,0.58,100.0,100.0,59.45,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1982.7586206896553,198.27586206896552,66091.95402298852
Argon,1,90,115.0,0.8,100.0,100.0,58.87916666666666,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1437.5,143.75,47916.66666666667
Argon,1,90,155.0,0.58,100.0,100.0,58.30833333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2672.4137931034484,267.2413793103448,89080.45977011495
Argon,1,90,155.0,1.2,100.0,100.0,57.7375,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1291.6666666666667,129.16666666666669,43055.555555555555
Argon,1,90,155.0,1.6,100.0,100.0,57.16666666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,968.75,96.875,32291.666666666668
Argon,1,90,215.0,1.6,100.0,100.0,56.59583333333333,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1343.75,134.375,44791.66666666667
Argon,1,90,370.0,1.05,100.0,100.0,56.025000000000006,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3523.809523809524,352.38095238095235,117460.31746031746
Argon,1,90,280.0,0.8,100.0,100.0,55.454166666666666,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3500.0,350.0,116666.66666666667
Argon,1,90,280.0,1.2,100.0,100.0,54.88333333333333,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2333.3333333333335,233.33333333333334,77777.77777777778
Argon,1,90,280.0,1.6,100.0,100.0,54.3125,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1750.0,175.0,58333.333333333336
Argon,1,90,280.0,2.2,100.0,100.0,53.74166666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1272.7272727272725,127.27272727272727,42424.24242424242
Argon,1,90,215.0,0.58,100.0,100.0,53.170833333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3706.896551724138,370.68965517241384,123563.21839080461
Argon,1,90,215.0,0.8,100.0,100.0,52.6,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2687.5,268.75,89583.33333333334
Argon,1,90,215.0,1.2,100.0,100.0,52.02916666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1791.6666666666667,179.16666666666669,59722.222222222226
Argon,1,90,115.0,0.58,100.0,100.0,51.458333333333336,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1982.7586206896553,198.27586206896552,66091.95402298852
Argon,1,90,115.0,0.8,100.0,100.0,50.8875,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1437.5,143.75,47916.66666666667
Argon,1,90,155.0,0.58,100.0,100.0,50.31666666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2672.4137931034484,267.2413793103448,89080.45977011495
Argon,1,90,155.0,1.2,100.0,100.0,49.74583333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1291.6666666666667,129.16666666666669,43055.555555555555
Argon,1,90,155.0,1.6,100.0,100.0,49.175,0,1,30.0,Gas,0.0,298.0,298.0,Fail,968.75,96.875,32291.666666666668
Argon,1,90,215.0,1.6,100.0,100.0,48.60416666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1343.75,134.375,44791.66666666667
Argon,1,90,370.0,1.05,100.0,100.0,48.03333333333333,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3523.809523809524,352.38095238095235,117460.31746031746
Argon,1,90,280.0,0.8,100.0,100.0,47.4625,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3500.0,350.0,116666.66666666667
Argon,1,90,280.0,1.2,100.0,100.0,46.891666666666666,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2333.3333333333335,233.33333333333334,77777.77777777778
Argon,1,90,280.0,1.6,100.0,100.0,46.32083333333333,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1750.0,175.0,58333.333333333336
Argon,1,90,280.0,2.2,100.0,100.0,45.75,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1272.7272727272725,127.27272727272727,42424.24242424242
Argon,1,90,215.0,0.58,100.0,100.0,45.17916666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3706.896551724138,370.68965517241384,123563.21839080461
Argon,1,90,215.0,0.8,100.0,100.0,44.608333333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2687.5,268.75,89583.33333333334
Argon,1,90,215.0,1.2,100.0,100.0,44.0375,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1791.6666666666667,179.16666666666669,59722.222222222226
Argon,1,90,115.0,0.58,100.0,100.0,43.46666666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1982.7586206896553,198.27586206896552,66091.95402298852
Argon,1,90,115.0,0.8,100.0,100.0,42.895833333333336,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1437.5,143.75,47916.66666666667
Argon,1,90,155.0,0.58,100.0,100.0,42.325,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2672.4137931034484,267.2413793103448,89080.45977011495
Argon,1,90,155.0,1.2,100.0,100.0,41.75416666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1291.6666666666667,129.16666666666669,43055.555555555555
Argon,1,90,155.0,1.6,100.0,100.0,41.18333333333334,0,1,30.0,Gas,0.0,298.0,298.0,Fail,968.75,96.875,32291.666666666668
Argon,1,90,215.0,1.6,100.0,100.0,40.612500000000004,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1343.75,134.375,44791.66666666667
Argon,1,90,370.0,1.05,100.0,100.0,40.04166666666667,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3523.809523809524,352.38095238095235,117460.31746031746
Argon,1,90,190.0,0.05,200.0,80.0,39.47083333333334,0,1,64.35455648926238,Gas,0.0,298.0,298.0,Fail,19000.0,3800.0,295239.38997497666
Argon,1,90,190.0,0.05,200.0,80.0,38.900000000000006,0,1,62.88788982259572,Gas,0.0,298.0,298.0,Fail,19000.0,3800.0,302124.9409639639
Argon,1,90,190.0,0.05,200.0,80.0,38.329166666666666,0,1,62.45788982259572,Gas,0.0,298.0,298.0,Fail,19000.0,3800.0,304204.96199867246
Argon,1,90,190.0,0.02,150.0,80.0,37.75833333333333,0,1,65.7506160968661,Gas,0.0,298.0,298.0,Fail,63333.33333333333,9500.0,963235.5876335588
Argon,1,90,190.0,0.15,150.0,80.0,37.1875,0,1,75.75433333333334,Gas,0.0,298.0,298.0,Fail,8444.444444444445,1266.6666666666667,111471.43764419784
Argon,1,90,190.0,0.2,150.0,80.0,36.61666666666667,0,1,68.93,Gas,0.0,298.0,298.0,Fail,6333.333333333334,950.0,91880.65186904589
Argon,1,90,190.0,0.25,150.0,80.0,36.045833333333334,0,1,49.653333333333336,Gas,0.0,298.0,298.0,Fail,5066.666666666667,760.0,102040.81632653062
Argon,1,90,190.0,0.3,150.0,80.0,35.475,0,1,44.05766666666666,Gas,0.0,298.0,298.0,Fail,4222.222222222223,633.3333333333334,95833.99534448539
Argon,1,90,190.0,0.35,150.0,80.0,34.90416666666667,0,1,40.08699999999998,Gas,0.0,298.0,298.0,Fail,3619.0476190476193,542.8571428571429,90279.8318419343
Argon,1,90,190.0,0.4,150.0,80.0,34.333333333333336,0,1,35.818444444444445,Gas,0.0,298.0,298.0,Fail,3166.666666666667,475.0,88408.82723364128
Argon,1,90,190.0,0.45,150.0,80.0,33.7625,0,1,32.20211111111111,Gas,0.0,298.0,298.0,Fail,2814.814814814815,422.22222222222223,87410.87828380243
Argon,1,90,190.0,0.5,150.0,80.0,33.19166666666667,0,1,30.873333333333335,Gas,0.0,298.0,298.0,Fail,2533.3333333333335,380.0,82055.71150939322
Argon,1,90,70.0,0.5,150.0,80.0,32.62083333333334,0,1,24.016666666666666,Gas,0.0,298.0,298.0,Fail,933.3333333333334,140.0,38861.901457321306
Argon,1,90,110.0,0.5,150.0,80.0,32.050000000000004,0,1,23.4,Gas,0.0,298.0,298.0,Fail,1466.6666666666667,220.0,62678.062678062684
Argon,1,90,150.0,0.5,150.0,80.0,31.47916666666667,0,1,27.136666666666667,Gas,0.0,298.0,298.0,Fail,2000.0,300.0,73701.01953077018
Argon,1,90,190.0,0.1,150.0,80.0,30.90833333333334,0,1,87.73333333333333,Gas,0.0,298.0,298.0,Fail,12666.666666666668,1900.0,144376.89969604864
Argon,1,90,190.0,0.1,300.0,80.0,30.337500000000006,0,1,63.150999999999996,Gas,0.0,298.0,298.0,Fail,6333.333333333334,1900.0,100288.72596369548
Argon,1,90,190.0,0.1,400.0,80.0,29.766666666666666,0,1,51.013333333333335,Gas,0.0,298.0,298.0,Fail,4750.0,1900.0,93112.91165708311
Argon,1,90,190.0,0.1,800.0,80.0,29.195833333333333,0,1,36.93333333333333,Gas,0.0,298.0,298.0,Fail,2375.0,1900.0,64305.05415162456
Argon,1,90,190.0,0.1,150.0,80.0,28.625,0,1,50.0,Gas,0.0,298.0,298.0,Fail,12666.666666666668,1900.0,253333.3333333333
Argon,1,90,190.0,0.1,150.0,80.0,28.054166666666667,0,1,100.0,Gas,0.0,298.0,298.0,Fail,12666.666666666668,1900.0,126666.66666666666
Argon,1,90,50.0,0.06,100.0,70.0,27.483333333333334,0,1,49.666666666666664,Gas,0.0,353.0,298.0,Fail,8333.333333333334,833.3333333333334,167785.23489932888
Argon,1,90,50.0,0.24,100.0,70.0,26.9125,0,1,38.3,Gas,0.0,353.0,298.0,Fail,2083.3333333333335,208.33333333333334,54395.126196692785
Argon,1,90,25.0,0.03,100.0,70.0,26.34166666666667,0,1,49.8,Gas,0.0,353.0,298.0,Fail,8333.333333333334,833.3333333333334,167336.0107095047
Argon,1,90,25.0,0.12,100.0,70.0,25.770833333333336,0,1,44.0,Gas,0.0,353.0,298.0,Fail,2083.3333333333335,208.33333333333334,47348.484848484855
Argon,1,90,25.0,0.02,100.0,70.0,25.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,12500.0,1250.0,250000.00000000003
Argon,1,90,12.5,0.02,100.0,70.0,25.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,6250.0,625.0,125000.00000000001
Argon,1,90,25.0,0.05,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,5000.0,500.0,100000.0
Argon,1,90,25.0,0.06,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,4166.666666666667,416.6666666666667,83333.33333333334
Argon,1,90,25.0,0.07,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3571.428571428571,357.1428571428571,71428.57142857142
Argon,1,90,25.0,0.08,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3125.0,312.5,62500.00000000001
Argon,1,90,25.0,0.09,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2777.7777777777774,277.77777777777777,55555.555555555555
Argon,1,90,25.0,0.03,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,8333.333333333334,833.3333333333334,166666.6666666667
Argon,1,90,25.0,0.04,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,6250.0,625.0,125000.00000000001
Argon,1,90,25.0,0.1,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2500.0,250.0,50000.0
Argon,1,90,25.0,0.11,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2272.727272727273,227.27272727272728,45454.54545454546
Argon,1,90,25.0,0.12,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2083.3333333333335,208.33333333333334,41666.66666666667
Argon,1,90,50.0,0.06,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,8333.333333333334,833.3333333333334,166666.6666666667
Argon,1,90,50.0,0.08,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,6250.0,625.0,125000.00000000001
Argon,1,90,50.0,0.1,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,5000.0,500.0,100000.0
Argon,1,90,50.0,0.12,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,4166.666666666667,416.6666666666667,83333.33333333334
Argon,1,90,50.0,0.14,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3571.428571428571,357.1428571428571,71428.57142857142
Argon,1,90,50.0,0.16,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3125.0,312.5,62500.00000000001
Argon,1,90,50.0,0.18,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2777.7777777777774,277.77777777777777,55555.555555555555
Argon,1,90,50.0,0.2,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2500.0,250.0,50000.0
Argon,1,90,50.0,0.22,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2272.727272727273,227.27272727272728,45454.54545454546
Argon,1,90,50.0,0.24,100.0,70.0,18.5,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2083.3333333333335,208.33333333333334,41666.66666666667
Argon,1,90,200.0,1.3,100.0,70.0,24.35,0,1,50.0,Gas,0.0,353.0,298.0,Fail,1538.4615384615383,153.84615384615384,30769.23076923077
Argon,1,90,50.0,0.08,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,6250.0,625.0,125000.00000000001
Argon,1,90,50.0,0.14,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3571.428571428571,357.1428571428571,71428.57142857142
Argon,1,90,50.0,0.15,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3333.3333333333335,333.33333333333337,66666.66666666667
Argon,1,90,50.0,0.1,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,5000.0,500.0,100000.0
Argon,1,90,50.0,0.12,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,4166.666666666667,416.6666666666667,83333.33333333334
Argon,1,90,50.0,0.16,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,3125.0,312.5,62500.00000000001
Argon,1,90,50.0,0.18,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2777.7777777777774,277.77777777777777,55555.555555555555
Argon,1,90,50.0,0.2,100.0,70.0,30.2,0,1,50.0,Gas,0.0,353.0,298.0,Fail,2500.0,250.0,50000.0
Argon,1,90,150.0,0.1,50.0,70.0,31.022727272727273,0,1,50.0,Gas,0.0,298.0,298.0,Fail,30000.0,1500.0,600000.0
Argon,1,90,150.0,0.2,50.0,70.0,31.845454545454544,0,1,50.0,Gas,0.0,298.0,298.0,Fail,15000.0,750.0,300000.0
Argon,1,90,150.0,0.3,50.0,70.0,32.668181818181814,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10000.0,500.0,200000.0
Argon,1,90,150.0,0.4,50.0,70.0,33.49090909090909,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7500.0,375.0,150000.0
Argon,1,90,200.0,0.1,50.0,70.0,34.31363636363636,0,1,50.0,Gas,0.0,298.0,298.0,Fail,40000.0,2000.0,800000.0
Argon,1,90,200.0,0.2,50.0,70.0,35.13636363636363,0,1,50.0,Gas,0.0,298.0,298.0,Success,20000.0,1000.0,400000.0
Argon,1,90,200.0,0.3,50.0,70.0,35.95909090909091,0,1,50.0,Gas,0.0,298.0,298.0,Fail,13333.333333333334,666.6666666666667,266666.6666666667
Argon,1,90,200.0,0.4,50.0,70.0,36.78181818181818,0,1,50.0,Gas,0.0,298.0,298.0,Fail,10000.0,500.0,200000.0
Argon,1,90,250.0,0.1,50.0,70.0,37.60454545454545,0,1,50.0,Gas,0.0,298.0,298.0,Success,50000.0,2500.0,1000000.0
Argon,1,90,250.0,0.2,50.0,70.0,38.42727272727272,0,1,50.0,Gas,0.0,298.0,298.0,Success,25000.0,1250.0,500000.0
Argon,1,90,250.0,0.3,50.0,70.0,39.25,0,1,50.0,Gas,0.0,298.0,298.0,Fail,16666.666666666668,833.3333333333334,333333.3333333333
Argon,1,90,250.0,0.4,50.0,70.0,40.07272727272727,0,1,50.0,Gas,0.0,298.0,298.0,Fail,12500.0,625.0,250000.0
Argon,1,90,300.0,0.1,50.0,70.0,40.89545454545454,0,1,50.0,Gas,0.0,298.0,298.0,Success,60000.0,3000.0,1200000.0
Argon,1,90,300.0,0.2,50.0,70.0,41.71818181818182,0,1,50.0,Gas,0.0,298.0,298.0,Success,30000.0,1500.0,600000.0
Argon,1,90,300.0,0.3,50.0,70.0,42.54090909090909,0,1,50.0,Gas,0.0,298.0,298.0,Fail,20000.0,1000.0,400000.0
Argon,1,90,300.0,0.4,50.0,70.0,43.36363636363636,0,1,50.0,Gas,0.0,298.0,298.0,Fail,15000.0,750.0,300000.0
Argon,1,90,120.0,0.56,100.0,100.0,44.18636363636364,0,1,40.0,Gas,0.0,298.0,298.0,Fail,2142.8571428571427,214.28571428571428,53571.428571428565
Argon,1,90,100.0,0.56,100.0,100.0,45.00909090909091,0,1,40.0,Gas,0.0,298.0,298.0,Fail,1785.7142857142856,178.57142857142856,44642.85714285714
Argon,1,90,80.0,0.56,100.0,100.0,45.83181818181818,0,1,40.0,Gas,0.0,298.0,298.0,Fail,1428.5714285714284,142.85714285714283,35714.28571428571
Argon,1,90,80.0,0.7,100.0,100.0,46.654545454545456,0,1,40.0,Gas,0.0,298.0,298.0,Fail,1142.8571428571427,114.28571428571429,28571.428571428572
Argon,1,90,80.0,0.82,100.0,100.0,47.47727272727272,0,1,40.0,Gas,0.0,298.0,298.0,Fail,975.609756097561,97.5609756097561,24390.243902439026
Argon,1,90,50.0,0.15,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,133333.33333333334
Argon,1,90,50.0,0.2,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,2500.0,250.0,100000.0
Argon,1,90,50.0,0.4,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,1250.0,125.0,50000.0
Argon,1,90,50.0,0.6,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,833.3333333333334,83.33333333333334,33333.333333333336
Argon,1,90,70.0,0.2,90.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,3888.8888888888882,350.0,155555.55555555556
Argon,1,90,70.0,0.3,67.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,3482.587064676617,233.33333333333334,139303.4825870647
Argon,1,90,70.0,0.4,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,1750.0,175.0,70000.0
Argon,1,90,70.0,0.6,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,1166.6666666666667,116.66666666666667,46666.666666666664
Argon,1,90,90.0,0.3,90.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,300.0,133333.33333333334
Argon,1,90,90.0,0.4,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,2250.0,225.0,90000.0
Argon,1,90,90.0,0.6,100.0,80.0,48.3,0,1,25.0,Gas,0.0,298.0,298.0,Fail,1500.0,150.0,60000.0
Argon,1,90,400.0,0.6,100.0,100.0,33.88,0,1,45.0,Gas,0.0,298.0,298.0,Fail,6666.666666666667,666.6666666666667,148148.14814814818
Argon,1,90,400.0,0.9,100.0,100.0,33.88,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,444.44444444444446,98765.43209876544
Argon,1,90,400.0,1.2,100.0,100.0,33.88,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,74074.07407407409
Argon,1,90,400.0,1.5,100.0,100.0,33.88,0,1,45.0,Gas,0.0,298.0,298.0,Fail,2666.666666666667,266.6666666666667,59259.25925925926
Argon,1,90,400.0,0.6,100.0,100.0,33.88,0,1,55.0,Gas,0.0,298.0,298.0,Fail,6666.666666666667,666.6666666666667,121212.12121212122
Argon,1,90,400.0,0.9,100.0,100.0,33.88,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,444.44444444444446,80808.08080808082
Argon,1,90,400.0,1.2,100.0,100.0,33.88,0,1,55.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,60606.06060606061
Argon,1,90,400.0,1.5,100.0,100.0,33.88,0,1,55.0,Gas,0.0,298.0,298.0,Fail,2666.666666666667,266.6666666666667,48484.84848484848
Argon,1,90,400.0,0.6,100.0,100.0,33.88,0,1,65.0,Gas,0.0,298.0,298.0,Fail,6666.666666666667,666.6666666666667,102564.10256410256
Argon,1,90,400.0,0.9,100.0,100.0,33.88,0,1,65.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,444.44444444444446,68376.06837606838
Argon,1,90,400.0,1.2,100.0,100.0,33.88,0,1,65.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,51282.05128205128
Argon,1,90,400.0,1.5,100.0,100.0,33.88,0,1,65.0,Gas,0.0,298.0,298.0,Fail,2666.666666666667,266.6666666666667,41025.64102564102
Argon,1,90,400.0,0.6,100.0,100.0,33.88,0,1,75.0,Gas,0.0,298.0,298.0,Fail,6666.666666666667,666.6666666666667,88888.88888888889
Argon,1,90,400.0,0.9,100.0,100.0,33.88,0,1,75.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,444.44444444444446,59259.25925925926
Argon,1,90,400.0,1.2,100.0,100.0,33.88,0,1,75.0,Gas,0.0,298.0,298.0,Fail,3333.3333333333335,333.33333333333337,44444.444444444445
Argon,1,90,400.0,1.5,100.0,100.0,33.88,0,1,75.0,Gas,0.0,298.0,298.0,Fail,2666.666666666667,266.6666666666667,35555.555555555555
Argon,1,90,100.0,0.5,50.0,80.0,34.2275,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.5,100.0,80.0,34.575,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,200.0,50000.0
Argon,1,90,100.0,0.5,150.0,80.0,34.9225,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1333.3333333333335,200.0,33333.333333333336
Argon,1,90,100.0,0.5,200.0,80.0,35.27,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1000.0,200.0,25000.0
Argon,1,90,100.0,0.5,250.0,80.0,35.6175,0,1,40.0,Gas,0.0,298.0,473.0,Fail,800.0,200.0,20000.0
Argon,1,90,100.0,0.25,50.0,80.0,35.965,0,1,40.0,Gas,0.0,298.0,473.0,Fail,8000.0,400.0,200000.0
Argon,1,90,100.0,0.5,50.0,80.0,36.3125,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.75,50.0,80.0,36.660000000000004,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2666.666666666667,133.33333333333334,66666.66666666667
Argon,1,90,100.0,1.0,50.0,80.0,37.0075,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,100.0,50000.0
Argon,1,90,100.0,0.25,50.0,80.0,37.355000000000004,0,1,40.0,Gas,0.0,298.0,473.0,Fail,8000.0,400.0,200000.0
Argon,1,90,100.0,0.5,100.0,80.0,37.7025,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,200.0,50000.0
Argon,1,90,100.0,0.75,100.0,80.0,38.050000000000004,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1333.3333333333335,133.33333333333334,33333.333333333336
Argon,1,90,100.0,1.0,100.0,80.0,38.3975,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1000.0,100.0,25000.0
Argon,1,90,100.0,0.5,100.0,80.0,38.745000000000005,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,200.0,50000.0
Argon,1,90,100.0,0.75,100.0,80.0,39.0925,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1333.3333333333335,133.33333333333334,33333.333333333336
Argon,1,90,100.0,1.0,100.0,80.0,39.44,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1000.0,100.0,25000.0
Argon,1,90,100.0,0.5,50.0,80.0,39.7875,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.75,50.0,80.0,40.135000000000005,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2666.666666666667,133.33333333333334,66666.66666666667
Argon,1,90,100.0,1.0,50.0,80.0,40.4825,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,100.0,50000.0
Argon,1,90,100.0,0.5,50.0,80.0,40.83,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.75,50.0,80.0,41.1775,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2666.666666666667,133.33333333333334,66666.66666666667
Argon,1,90,100.0,1.0,50.0,80.0,41.525,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,100.0,50000.0
Argon,1,90,100.0,0.5,100.0,80.0,41.8725,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,200.0,50000.0
Argon,1,90,100.0,0.75,100.0,80.0,42.22,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1333.3333333333335,133.33333333333334,33333.333333333336
Argon,1,90,100.0,1.0,100.0,80.0,42.5675,0,1,40.0,Gas,0.0,298.0,473.0,Fail,1000.0,100.0,25000.0
Argon,1,90,100.0,0.5,50.0,80.0,42.915,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.75,50.0,80.0,43.2625,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2666.666666666667,133.33333333333334,66666.66666666667
Argon,1,90,100.0,1.0,50.0,80.0,43.61,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,100.0,50000.0
Argon,1,90,100.0,0.5,50.0,80.0,43.957499999999996,0,1,40.0,Gas,0.0,298.0,473.0,Fail,4000.0,200.0,100000.0
Argon,1,90,100.0,0.75,50.0,80.0,44.305,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2666.666666666667,133.33333333333334,66666.66666666667
Argon,1,90,100.0,1.0,50.0,80.0,44.6525,0,1,40.0,Gas,0.0,298.0,473.0,Fail,2000.0,100.0,50000.0
